# Constructed from biom file							
#OTU ID	CL1	CL2	CL3	CP1	CP2	CP3	taxonomy
denovo3963	0	0	2	2	13	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3963
denovo2999	1	2	0	3	9	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2999
denovo65733	0	0	19	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo65733
denovo7102	0	0	0	3	16	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7102
denovo56842	0	4	14	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56842
denovo45828	7	3	9	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45828
denovo39955	9	3	5	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39955
denovo31803	10	6	1	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo31803
denovo4341	0	0	1	5	10	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4341
denovo53456	0	5	9	5	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53456
denovo43663	6	0	13	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo43663
denovo5842	0	0	0	1	19	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5842
denovo16935	1	0	0	1	0	18	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16935
denovo7604	0	0	0	11	9	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7604
denovo30692	11	8	0	0	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30692
denovo2876	0	1	0	6	12	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2876
denovo20372	1	4	0	0	1	14	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo20372
denovo6629	0	0	1	0	18	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6629
denovo34110	8	6	4	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo34110
denovo37218	3	15	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo37218
denovo38051	1	17	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38051
denovo30845	7	7	4	1	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30845
denovo12237	5	0	0	7	0	8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo12237
denovo34678	11	8	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo34678
denovo47621	17	0	1	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47621
denovo14519	0	1	0	8	1	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14519
denovo2989	1	0	0	10	6	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2989
denovo47325	1	6	12	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47325
denovo6990	0	0	1	5	11	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6990
denovo10238	1	0	0	16	2	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10238
denovo8418	3	1	0	12	0	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo8418
denovo2439	4	1	4	2	6	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2439
denovo5231	0	1	0	1	18	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5231
denovo18069	1	1	2	0	4	13	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18069
denovo12915	4	1	0	8	0	8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo12915
denovo4801	0	0	0	0	21	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4801
denovo7595	0	1	0	7	10	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7595
denovo47443	8	4	5	4	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47443
denovo3034	0	0	0	7	14	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3034
denovo11306	3	0	1	6	2	9	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11306
denovo10928	1	1	1	7	0	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10928
denovo3948	0	0	0	0	21	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3948
denovo3831	1	2	2	4	7	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3831
denovo8065	0	1	0	17	1	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo8065
denovo7196	0	0	0	2	19	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7196
denovo18303	4	3	0	1	1	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18303
denovo14489	1	2	1	6	0	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14489
denovo64457	0	0	21	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64457
denovo5984	0	1	0	4	14	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5984
denovo7260	2	0	3	3	7	7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7260
denovo60932	0	8	14	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60932
denovo30829	7	3	1	1	0	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30829
denovo30421	5	5	8	4	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30421
denovo13934	3	1	2	3	1	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13934
denovo37937	9	4	7	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo37937
denovo910	2	1	1	5	8	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo910
denovo7151	0	0	0	1	20	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7151
denovo54803	0	7	13	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54803
denovo8408	3	5	4	4	1	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo8408
denovo27181	0	1	0	0	0	21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo27181
denovo11586	1	1	1	6	1	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11586
denovo39465	16	4	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39465
denovo59083	0	0	22	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo59083
denovo32918	16	4	2	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32918
denovo9493	0	0	0	22	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo9493
denovo32106	12	2	6	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32106
denovo11514	3	3	5	6	2	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11514
denovo14785	0	0	0	6	2	14	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14785
denovo57098	0	6	14	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57098
denovo6723	0	0	1	0	21	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6723
denovo32995	14	6	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32995
denovo65286	0	0	22	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo65286
denovo4847	0	0	0	0	20	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4847
denovo3181	0	0	0	7	15	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3181
denovo66004	0	0	23	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo66004
denovo60668	0	6	17	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60668
denovo7647	0	0	0	5	17	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7647
denovo4528	0	0	0	0	22	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4528
denovo2311	1	0	1	19	2	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2311
denovo17857	0	0	0	0	0	23	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo17857
denovo60079	0	5	18	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60079
denovo13939	6	3	0	2	2	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13939
denovo54275	0	2	0	21	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54275
denovo5050	2	0	1	0	19	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5050
denovo4911	0	0	1	0	21	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4911
denovo22747	3	1	1	1	13	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22747
denovo16515	5	2	1	2	3	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16515
denovo40060	22	0	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo40060
denovo30784	10	4	4	0	0	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30784
denovo854	0	1	0	7	15	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo854
denovo2667	0	0	0	8	15	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2667
denovo10957	1	1	0	18	1	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10957
denovo1770	2	0	0	8	12	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1770
denovo56973	0	12	12	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56973
denovo47935	15	2	2	5	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47935
denovo47747	1	3	17	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47747
denovo33991	14	6	4	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo33991
denovo30398	8	5	1	2	0	8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30398
denovo11813	4	2	1	13	1	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11813
denovo57456	0	2	22	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57456
denovo44884	17	1	4	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo44884
denovo40930	18	1	4	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo40930
denovo13400	4	6	3	4	1	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13400
denovo46409	8	1	0	15	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46409
denovo16036	1	0	1	0	0	22	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16036
denovo14482	1	1	6	4	1	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14482
denovo60558	0	13	11	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60558
denovo14880	0	0	0	7	0	18	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14880
denovo11197	4	2	1	5	1	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11197
denovo10996	1	1	0	16	4	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10996
denovo67315	0	0	25	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo67315
denovo4565	0	1	0	1	23	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4565
denovo7589	0	0	0	9	15	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7589
denovo19834	1	1	0	0	7	16	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19834
denovo4604	2	0	0	1	21	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4604
denovo24950	0	1	1	0	20	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24950
denovo18272	4	1	0	0	5	15	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18272
denovo59444	0	7	18	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo59444
denovo4401	5	0	1	3	12	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4401
denovo54190	0	10	10	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54190
denovo14723	4	0	4	3	1	14	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14723
denovo40026	18	2	6	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo40026
denovo4919	0	0	1	7	14	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4919
denovo2420	0	1	2	13	9	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2420
denovo57339	0	2	23	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57339
denovo1322	0	0	0	9	14	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1322
denovo39236	16	5	5	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39236
denovo35912	19	7	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo35912
denovo8246	2	1	2	17	1	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo8246
denovo7442	1	0	0	16	8	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7442
denovo38014	1	24	0	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38014
denovo968	0	1	0	14	11	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo968
denovo49757	0	2	16	8	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo49757
denovo15339	0	1	0	0	4	22	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo15339
denovo874	0	0	2	11	13	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo874
denovo6576	1	3	3	4	14	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6576
denovo2245	0	0	0	12	14	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2245
denovo32966	19	5	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32966
denovo4309	0	0	0	3	23	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4309
denovo42578	17	4	3	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo42578
denovo13170	3	1	1	11	5	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13170
denovo48439	0	11	12	4	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo48439
denovo30108	5	1	2	0	0	19	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo30108
denovo11705	3	1	0	13	0	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11705
denovo24088	3	6	0	0	14	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24088
denovo24614	9	4	3	3	4	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24614
denovo48557	9	2	3	13	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo48557
denovo6299	0	0	0	6	21	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6299
denovo1269	1	1	1	7	15	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1269
denovo4769	1	3	1	1	21	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4769
denovo46706	16	6	4	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46706
denovo47773	2	5	18	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47773
denovo2299	0	0	1	15	11	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2299
denovo19385	4	3	1	1	0	19	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19385
denovo40648	22	1	2	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo40648
denovo33077	16	8	3	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo33077
denovo3252	1	1	0	6	20	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3252
denovo49345	0	1	9	18	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo49345
denovo6905	0	0	0	0	28	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6905
denovo52241	0	4	17	7	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo52241
denovo2607	0	0	0	13	14	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2607
denovo62341	0	27	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo62341
denovo25817	7	0	0	0	7	14	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25817
denovo6331	0	1	0	2	25	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6331
denovo3348	0	0	0	4	24	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3348
denovo15953	3	0	2	1	3	20	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo15953
denovo23833	3	1	0	1	24	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo23833
denovo33355	22	5	2	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo33355
denovo60473	0	5	24	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60473
denovo48655	0	1	7	21	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo48655
denovo7243	1	1	0	2	23	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7243
denovo12290	1	0	0	26	0	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo12290
denovo59835	0	9	20	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo59835
denovo16018	5	3	5	2	3	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16018
denovo3406	1	0	1	2	20	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3406
denovo12260	6	5	2	11	2	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo12260
denovo11648	2	1	2	9	4	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11648
denovo12901	0	0	0	25	1	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo12901
denovo4151	0	0	0	0	29	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4151
denovo47406	19	2	3	5	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47406
denovo1665	0	0	0	21	8	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1665
denovo21053	1	0	0	0	0	28	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo21053
denovo27063	11	6	2	0	0	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo27063
denovo20903	0	1	2	1	1	25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo20903
denovo42246	19	3	6	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo42246
denovo25867	8	1	0	0	4	17	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25867
denovo37930	3	27	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo37930
denovo36973	3	26	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36973
denovo43552	28	1	0	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo43552
denovo16947	0	0	0	0	4	26	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16947
denovo64585	0	0	30	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64585
denovo51304	0	3	6	21	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo51304
denovo6182	2	1	1	1	25	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6182
denovo61338	0	18	12	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61338
denovo4762	0	1	1	0	28	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4762
denovo64051	0	0	19	12	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64051
denovo16584	0	1	1	3	6	20	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16584
denovo25240	12	6	2	1	3	7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25240
denovo53848	0	7	21	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53848
denovo5803	0	0	0	0	31	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5803
denovo3301	0	1	1	1	28	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3301
denovo24228	5	4	0	0	18	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24228
denovo52379	0	8	15	8	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo52379
denovo55107	0	2	4	25	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo55107
denovo36596	2	25	4	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36596
denovo53956	0	3	6	22	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53956
denovo12217	1	0	0	29	0	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo12217
denovo56986	0	7	25	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56986
denovo14387	7	1	1	1	7	15	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14387
denovo33055	17	12	1	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo33055
denovo48007	7	4	9	12	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo48007
denovo7511	2	2	0	9	13	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7511
denovo10286	4	6	4	11	3	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10286
denovo14740	5	3	0	14	1	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14740
