# Constructed from biom file							
#OTU ID	CL1	CL2	CL3	CP1	CP2	CP3	taxonomy
denovo36680	0	33	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36680
denovo29716	9	5	0	0	0	19	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo29716
denovo1272	0	1	1	14	14	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1272
denovo54624	0	2	4	27	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54624
denovo16249	1	0	1	0	6	26	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16249
denovo45562	23	3	7	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45562
denovo1929	0	0	0	18	15	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1929
denovo8693	1	4	2	25	0	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo8693
denovo42565	29	3	2	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo42565
denovo54493	0	3	23	8	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54493
denovo8514	2	4	2	23	0	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo8514
denovo23681	7	0	1	1	19	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo23681
denovo22646	3	8	2	1	10	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22646
denovo51607	0	1	2	31	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo51607
denovo6089	0	1	0	1	32	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo6089
denovo1922	2	1	0	18	11	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1922
denovo34168	19	14	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo34168
denovo3404	0	1	0	0	34	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3404
denovo2447	0	0	0	15	20	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2447
denovo24655	1	0	0	0	34	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24655
denovo39080	27	7	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39080
denovo31771	28	8	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo31771
denovo3331	1	0	0	0	35	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3331
denovo54368	0	6	8	22	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54368
denovo46980	3	9	12	12	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46980
denovo57667	0	0	36	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57667
denovo2297	1	1	0	24	9	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2297
denovo11418	3	5	4	11	3	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11418
denovo38133	8	27	0	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38133
denovo4187	0	0	0	1	35	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4187
denovo18469	1	3	0	0	2	30	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18469
denovo34906	26	7	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo34906
denovo4586	0	0	0	0	36	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4586
denovo47616	12	1	1	22	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47616
denovo49511	0	6	4	26	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo49511
denovo34154	29	8	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo34154
denovo5010	0	0	0	5	31	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5010
denovo25731	7	2	1	0	6	21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25731
denovo56288	0	3	10	24	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56288
denovo38172	6	32	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38172
denovo58425	0	7	30	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo58425
denovo53823	0	1	6	31	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53823
denovo5933	0	0	0	1	37	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5933
denovo21793	5	3	1	1	7	21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo21793
denovo46917	25	1	9	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46917
denovo7138	1	0	0	10	18	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7138
denovo47313	9	14	15	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47313
denovo35877	19	17	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo35877
denovo36387	2	38	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36387
denovo45845	21	3	13	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45845
denovo13739	2	7	2	11	5	13	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13739
denovo1014	3	2	0	18	13	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1014
denovo46529	35	0	2	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46529
denovo53603	0	7	7	26	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53603
denovo54101	0	12	22	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54101
denovo53954	0	6	6	28	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53954
denovo57821	0	3	37	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57821
denovo19383	3	0	0	0	3	35	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19383
denovo17662	4	3	1	0	6	27	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo17662
denovo23959	6	5	3	2	17	8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo23959
denovo7028	1	0	0	30	6	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7028
denovo2990	2	0	0	16	23	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo2990
denovo32414	33	7	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32414
denovo54438	0	4	7	31	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54438
denovo7396	2	1	0	21	16	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo7396
denovo57399	0	5	36	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57399
denovo22668	3	0	0	0	29	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22668
denovo63729	0	0	36	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo63729
denovo61014	0	29	12	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61014
denovo3476	2	1	0	1	37	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3476
denovo60314	0	4	37	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60314
denovo1426	0	0	0	27	15	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1426
denovo4034	3	4	1	3	22	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4034
denovo1496	0	0	0	21	20	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1496
denovo59929	0	21	22	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo59929
denovo9256	0	0	0	42	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo9256
denovo1798	2	1	0	8	15	17	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo1798
denovo47726	37	1	3	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47726
denovo34574	12	21	4	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo34574
denovo53569	0	7	12	24	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53569
denovo58267	0	12	32	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo58267
denovo14981	5	4	2	15	1	17	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14981
denovo14859	0	1	1	25	2	15	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14859
denovo31370	30	6	6	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo31370
denovo50152	0	5	17	22	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo50152
denovo11811	6	7	2	16	2	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo11811
denovo34882	31	12	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo34882
denovo64512	0	0	37	8	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64512
denovo53718	0	11	24	10	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53718
denovo39191	23	16	5	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39191
denovo47658	11	6	18	11	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47658
denovo45192	25	1	7	13	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45192
denovo38540	19	5	18	4	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38540
denovo14217	0	2	0	29	4	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14217
denovo965	0	1	0	28	16	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo965
denovo10084	1	2	0	37	2	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10084
denovo32308	43	3	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32308
denovo47475	21	5	7	14	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47475
denovo32649	41	4	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32649
denovo16220	2	1	3	0	8	34	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16220
denovo54950	0	17	27	4	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54950
denovo19008	2	2	0	0	2	42	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19008
denovo39612	36	9	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39612
denovo42394	46	0	0	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo42394
denovo58674	0	1	48	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo58674
denovo12349	6	5	1	11	5	21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo12349
denovo31561	37	9	3	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo31561
denovo54047	0	9	14	26	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54047
denovo24697	7	3	3	0	31	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24697
denovo20845	4	6	1	2	5	31	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo20845
denovo18379	1	3	2	0	4	40	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18379
denovo57652	0	3	47	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57652
denovo43151	39	5	4	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo43151
denovo54506	0	1	18	32	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54506
denovo54537	0	13	37	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54537
denovo56196	0	1	21	29	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56196
denovo17490	5	2	2	0	10	32	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo17490
denovo4610	3	4	2	13	19	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4610
denovo4569	0	0	0	0	52	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4569
denovo42309	42	2	7	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo42309
denovo57274	0	10	42	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57274
denovo24628	8	2	1	0	37	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24628
denovo22031	3	2	0	1	4	42	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22031
denovo43939	34	4	9	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo43939
denovo14298	6	5	2	6	9	25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14298
denovo42960	50	0	2	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo42960
denovo45472	32	1	13	7	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45472
denovo21855	2	6	1	0	25	20	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo21855
denovo35948	35	19	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo35948
denovo14654	3	0	0	2	14	35	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14654
denovo64625	0	0	48	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64625
denovo14196	7	1	5	6	5	31	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14196
denovo25092	3	3	3	2	40	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25092
denovo10210	8	3	2	23	4	16	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo10210
denovo46928	18	7	26	5	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46928
denovo20135	2	3	1	1	10	39	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo20135
denovo57416	0	5	50	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57416
denovo47262	5	8	31	13	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47262
denovo64584	0	0	55	3	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo64584
denovo29880	19	9	8	6	0	17	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo29880
denovo4899	2	0	1	2	52	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4899
denovo4148	1	3	2	5	40	8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4148
denovo42300	56	2	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo42300
denovo54574	0	5	15	39	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54574
denovo49408	0	6	16	37	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo49408
denovo15202	1	0	0	7	1	51	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo15202
denovo18949	9	3	3	1	12	32	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18949
denovo24085	2	2	0	0	55	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24085
denovo25847	0	1	0	0	10	49	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25847
denovo67019	0	0	60	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo67019
denovo3347	0	0	0	2	59	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3347
denovo29345	10	7	1	2	11	30	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo29345
denovo24671	7	4	3	1	43	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo24671
denovo29186	2	0	0	0	2	58	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo29186
denovo13507	0	0	0	49	3	10	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13507
denovo57636	0	1	61	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57636
denovo4152	0	1	0	4	54	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo4152
denovo22696	5	2	0	1	40	15	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22696
denovo15251	0	3	0	5	0	55	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo15251
denovo50456	0	0	3	61	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo50456
denovo21737	0	0	1	0	6	57	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo21737
denovo38344	35	29	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38344
denovo5124	0	0	1	3	58	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5124
denovo53850	0	20	34	10	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53850
denovo3315	3	8	12	7	29	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo3315
denovo16730	5	2	0	0	3	55	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo16730
denovo57086	0	5	52	8	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo57086
denovo36813	6	38	16	5	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36813
denovo48459	8	7	20	30	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo48459
denovo36783	3	59	3	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo36783
denovo60872	0	62	3	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60872
denovo53705	0	10	25	31	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo53705
denovo5119	0	1	0	13	48	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5119
denovo54593	0	3	26	38	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54593
denovo56213	0	3	47	17	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo56213
denovo25115	10	3	2	3	37	13	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25115
denovo14961	6	4	2	26	9	21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo14961
denovo33531	60	7	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo33531
denovo47470	40	4	13	12	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47470
denovo17895	0	2	0	0	2	65	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo17895
denovo39920	49	12	4	4	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39920
denovo51533	0	10	29	30	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo51533
denovo45419	53	4	12	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo45419
denovo59434	0	4	66	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo59434
denovo17994	0	0	0	1	1	68	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo17994
denovo52343	0	0	9	62	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo52343
denovo38072	4	61	4	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38072
denovo5040	0	1	1	2	64	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5040
denovo35478	50	18	3	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo35478
denovo13869	7	4	1	38	8	14	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo13869
denovo25950	0	1	1	0	9	61	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25950
denovo54968	0	7	12	53	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54968
denovo65815	0	0	73	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo65815
denovo22714	10	9	10	3	27	14	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22714
denovo32701	72	1	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo32701
denovo5009	0	0	0	20	55	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5009
denovo22585	0	2	0	0	49	25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22585
denovo5562	0	0	1	1	75	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo5562
denovo38036	12	47	12	6	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo38036
denovo55715	0	4	19	54	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo55715
denovo60089	0	3	75	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo60089
denovo19568	0	1	0	1	4	73	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo19568
denovo22447	1	1	0	0	25	53	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo22447
denovo54925	0	15	38	27	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo54925
denovo37901	3	77	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo37901
denovo18326	4	3	0	1	2	72	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18326
denovo25643	7	6	0	0	28	41	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo25643
denovo47309	60	3	14	5	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo47309
denovo39694	28	50	4	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo39694
denovo18113	7	7	2	1	1	65	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo18113
denovo46271	52	5	25	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo46271
denovo33802	72	9	1	2	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo33802
denovo61523	0	64	21	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo61523
denovo44722	83	0	2	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_denovo44722
